zip_code,crime_type,Total_crimes
78701,Littering,308
78701,Loitering On School Prop,1
78701,Mail Theft,48
78701,Making Tobacco Avail To Minor,12
78701,Manf Controlled Sub - Other,39
78701,Manf Controlled Sub- Syn Narc,5
78701,Manf Synthetic Marijuana,1
78701,Manslaughter,9
78701,Misapply Fiduciary Prop,8
78701,Misrep Age By Minor,39
78701,Misuse Of Official Info,10
78701,Money Laundering,5
78701,Murder,33
78701,Narcotic Possession,4348
78701,Nuisance Abatement,31
78701,Obscene Display - Distribution,10
78701,Obscenity,1
78701,Obtain Controlled Sub By Fraud,54
78701,Obtain Dang Drug By Fraud,3
78701,Official Oppression,6
78701,Online Impersonation,34
78701,Online Solicitation Of A Minor,2
78701,Parole Viol,120
78701,Perjury,6
78701,Pigeon Drop,1
78701,Pocket Picking,126
78701,Poss Criminal Instrument,10
78701,Poss Dang Drug,194
78701,Poss Of Alcohol - Age 17 To 20,391
78701,Poss Of Alcohol-Age 16 & Under,24
78701,Poss Of Firearm By Felon,107
78701,Poss Of Gambling Paraphernalia,3
78701,Poss Of Prohibited Weapon,134
78701,Poss Synthetic Marijuana,505
78701,Poss/Promo Child Pornography,43
78701,Possession Of Marijuana,3534
78701,Possession of Drug,6084
78701,Probation Viol,24
78701,Promotion Of Prostitution,6
78701,Prostitution,87
78701,Protective Order,2079
78701,Prowler,8
78701,Public Lewdness,85
78701,Purchasing Prostitution,2
78701,Purse Snatching,66
78701,Reckless Conduct,12
78701,Reckless Damage,143
78701,Rental Car/Fail To Return,14
78701,Resisting Arrest Or Search,462
78701,Retaliation,91
78701,Riot,13
78701,Robbery By Threat,120
78701,Sale Of Dxm To Minor,1
78701,Sale Of Liq In Prohib Area,1
78701,Sale Of Liq Without Permit,3
78701,Securing Exec-Doc By Deception,7
78701,Sexting/Transmit Sexual Photos,3
78701,Sit And Lie Ordinance Viol,1243
78701,Sleeping In Public Place,1
78701,Smuggling Illegal Alien,5
78701,Solicitation - Begging,210
78701,Stalking,57
78701,Stay Away Order,1
78701,Take Weapon Frm Police Officer,26
78701,Tampering With Consumer Prod,15
78701,Tampering With Evidence,185
78701,Tampering With Gov Record,33
78701,Tampering With Id Number,1
78701,Tampering With Witness,2
78701,Telecommunication Crimes/Other,3
78701,Terroristic Threat,998
78701,Terroristic Threat-Mass Caslty,8
78701,Theft,16540
78701,Theft By Embezzlement,9
78701,Theft By Extortion,8
78701,Theft By False Pretext/Bunco,20
78701,Theft By Public Servant,16
78701,Theft By Shoplifting,637
78701,Theft Catalytic Converter,57
78701,Theft From Auto,228
78701,Theft From Building,492
78701,Theft From Person,2125
78701,Theft Of Auto Parts,70
78701,Theft Of Bicycle,2783
78701,Theft Of Heavy Equipment,3
78701,Theft Of License Plate,257
78701,Theft Of Metal,68
78701,Theft Of Service,1137
78701,Theft Of Trailer,27
78701,Theft- Appropriate Stolen Prop,18
78701,Theft/Till Tapping,1
78701,Tobacco Viol - Age 17,22
78701,Tobacco Viol - Under Age 17,32
78701,Tobacco Viol - Under Age 21,3
78701,Trademark Counterfeiting,2
78701,Trafficking Of Persons,15
78701,Truancy,1
78701,Ucw License Premise,24
78701,Unlawful Carry-Lic Holder,20
78701,Unlawful Carrying Weapon,671
78701,Unlawful Interception,2
78701,Unlawful Restraint,22
78701,Unlawful Restraint Fam/Dat Vio,5
78701,Urinating In Public Place,1915
78701,Viol City Ordinance -  Game Rm,5
78701,Viol City Ordinance - Airport,2
78701,Viol City Ordinance - Booting,7
78701,Viol City Ordinance - Curfew,152
78701,Viol City Ordinance - Dog,75
78701,Viol City Ordinance - Smoking,54
78701,Viol City Ordinance - Sound,198
78701,Viol City Ordinance - Taxi,13
78701,Viol City Ordinance - Title 10,9
78701,Viol City Ordinance - Wrecker,251
78701,Viol City Ordinance -Firework,7
78701,Viol Glass Container,170
78701,Viol Of Aggressive Confront,5
78701,Viol Of Bond Conditions,13
78701,Viol Of Camping Ordinance,7
78701,Viol Of Court Order-Non Epo-Po,37
78701,Viol Of Emerg Protective Order,136
78701,Viol Of Park Curfew,672
78701,Viol Of Prisoners Right,1
78701,Viol Of Protective Order,191
78701,Viol State Law - Other,941
78701,Viol State Massage Regulations,1
78701,Viol Stay Away Order,1
78701,Viol Temp Ex Parte  Order,12
78701,Violation City Ordinance,5903
78701,Voco - Alcohol  Consumption,2517
78701,Voco Amplified Music/Vehicle,255
78701,Voco Solicitation Prohibit,616
78701,Warrant Arrest Non Traffic,8302
78701,Weapon Viol - Other,63
78702,Abuse Of 911,1
78702,Abuse Of Corpse,1
78702,Abuse Of Official Capacity,3
78702,Agg Aslt Enhanc Strangl/Suffoc,62
78702,Agg Aslt W/Motor Veh Fam/Dat V,59
78702,Agg Assault On Peace Officer,4
78702,Agg Assault On Public Servant,18
78702,Agg Assault With Motor Veh,126
78702,Agg Kidnapping,8
78702,Agg Kidnapping Fam Vio,1
78702,Agg Robbery By Assault,45
78702,Aggravated Assault,2172
78702,Aggravated Robbery,1465
78702,Amplified Music / Vehicle,6
78702,Applic To Revoke Probation,140
78702,Arson,116
78702,Arson-Criminal Mischief,39
78702,Assault - School Personnel,2
78702,Assault By Contact,1935
78702,Assault By Threat,1506
78702,Assault Of A Pregnant Woman,4
78702,Assault Of Pregnant Wm-Fam/Dat,12
78702,Assault On Peace Officer,16
78702,Assault On Public Servant,138
78702,Assault With Injury,7453
78702,Att Auto Theft,9
78702,Att Burglary Non Residence,10
78702,Att Theft,15
78702,Auto Theft,2257
78702,Bail Jumping/Fail To Appear,3
78702,Bestiality,1
78702,Boating While Intoxicated,1
78702,Bomb Threat,6
78702,Breach Of Computer Security,39
78702,Bribery,2
78702,Burglary Non Residence,2764
78702,Burglary Of Coin-Op Machine,74
78702,Burglary Of Residence,3765
78702,Burglary Of Shed/Detached Garage/Storage Unit,254
78702,Burglary Of Vehicle,10693
78702,Camping In Park,503
78702,Capital Murder,3
78702,Child Custody Interfere,409
78702,Child Endangerment- Abandonmen,199
78702,Civil Disturbance/Demo,54
78702,Contempt Of Court,3
78702,Controlled Sub Viol - Other,3
78702,Counterfeiting,174
78702,Crash/Crim Neg Homicide,1
78702,Crash/Fail Stop And Render Aid,361
78702,Crash/Intox Manslaughter,2
78702,Crash/Intoxication Assault,15
78702,Crash/Murder,1
78702,Cred Card Abuse - Expir-Cancel,5
78702,Cred Card Abuse By Forgery,193
78702,Crim Neg Homicide/Non Traffic,1
78702,Crimes Against Elderly,2
78702,Criminal Mischief,6666
78702,Criminal Solicitation,1
78702,Criminal Solicitation Of Minor,7
78702,Criminal Trespass,4654
78702,Criminal Trespass/In Vehicle,12
78702,Cruelty To Animals,233
78702,Custody Arrest Traffic Warr,3836
78702,DWI,4293
78702,Damage City Prop,666
78702,Damage City Vehicle,114
78702,Dang Drug Viol - Other,5
78702,Dating Disturbance,591
78702,Deadly Conduct,166
78702,Deadly Conduct Fam/Date Viol,9
78702,Debit/Credit Card Abuse,805
78702,Del Marijuana,15
78702,Del Of Alcohol To Minor,7
78702,Del Synthetic Marijuana,5
78702,Delivery Of Prescription Form,1
78702,Disposal Of Solid Waste,5
78702,Disrupting Meeting/Procession,1
78702,Disruption Of Classes,1
78702,Disruptive Acts At Schools,1
78702,Distrib Harmful Material Minor,4
78702,Disturbance - Other,3100
78702,Doc Abuse Or Threat,15
78702,Doc Abusive Language,59
78702,Doc Creating Noxious Odor,2
78702,Doc Discharge Gun - Pub Place,50
78702,Doc Discharge Gun - Pub Road,38
78702,Doc Display Gun/Deadly Pub Plc,65
78702,Doc Exposure,115
78702,Doc Fighting,245
78702,Doc Offensive Gesture,27
78702,Doc Unreasonable Noise,78
78702,Doc Window Peeping - Hotel,2
78702,Drinking After Curfew,2
78702,Driving While Intox / Felony,271
78702,Dui - Age 16 And Under,6
78702,Dui - Age 17 To 20,52
78702,Dumping Refuse Near Highway,54
78702,Dwi  .15 Bac Or Above,255
78702,Dwi - Child Passenger,58
78702,Dwi - Drug Recognition Expert,40
78702,Engaging In Organized Crime,4
78702,Escape From Custody,5
78702,Evading / Foot,401
78702,Evading / Vehicle Pursuit,159
78702,Evading Vehicle,271
78702,Exp-Viol City Ordinance - Taxi,1
78702,Expired-Att Agg Robbery/Weap,5
78702,Expired-Att Capital Murder,1
78702,Expired-Att Kidnapping,4
78702,Expired-Att Murder,1
78702,Expired-Att Obt Cont Sub Fraud,2
78702,Expired-Att Robbery By Assault,6
78702,Expired-Evading Arrest,22
78702,Expired-Injury Child - Elderly,8
78702,Exploitation Of Child/Elderly,12
78702,Explosive Ordnance Disposal,34
78702,Fail Display Handgun License,1
78702,Fail To Register - Adult Vic,1
78702,Failure To Identify,840
78702,False Alarm Or Report,141
78702,False Report To Peace Officer,81
78702,False Statement -Obtain Credit,28
78702,Family Disturbance,10273
78702,Federal Viol/Other,41
78702,Felony Enhancement/Asslt W/Inj,473
78702,Fictitious Name,1
78702,Forgery - Other,125
78702,Forgery And Passing,595
78702,Forgery By Making,46
78702,Forgery Of Identification,10
78702,Forgery- Certificate Of Title,2
78702,Fraud - Other,630
78702,Fraud Destruction Of A Writing,2
78702,Fraud Filing Finance Statement,2
78702,Fraud-Card Skimmer,3
78702,Gambling,74
78702,Gambling Promotion,7
78702,Graffiti,729
78702,Harassment,2642
78702,Harassment Of A Public Servant,38
78702,Harassment Online,8
78702,Harboring Runaway Child,18
78702,Hinder Secured Creditors,26
78702,Hindering Apprehension,12
78702,Identity Theft,937
78702,Identity Theft-Tax Returns,9
78702,Illumin Aircraft Intense Light,1
78702,Immigration Hold/Arrest,11
78702,Impersonating Public Servant,23
78702,Indecent Assault,19
78702,Indecent Exposure,154
78702,Inhalant Abuse,29
78702,Inj To Disabled  Fam/Date Viol,5
78702,Inj To Elderly   Fam/Date Viol,48
78702,Inj/Child Fv (No Care/Custody),8
78702,Injury Disabled Individual,38
78702,Injury To Child,138
78702,Injury To Child (Care/Custody),109
78702,Injury To Elderly Person,48
78702,Inter Emerg Phonecall Fam/Date,30
78702,Interfere W Po Service Animals,1
78702,Interference Public Duties,17
78702,Interfering W/Emerg Phone Call,10
78702,Justified Homicide,2
78702,Kidnapping,31
78702,Kidnapping Fam Vio,2
78702,Liquor Law Violation/Other,245
78702,Littering,221
78702,Mail Theft,150
78702,Making Tobacco Avail To Minor,20
78702,Manf Controlled Sub - Other,22
78702,Manf Controlled Sub- Syn Narc,5
78702,Manslaughter,1
78702,Misapply Fiduciary Prop,10
78702,Misuse Of Official Info,1
78702,Money Laundering,1
78702,Murder,26
78702,Narcotic Possession,5933
78702,Nuisance Abatement,47
78702,Obtain Controlled Sub By Fraud,51
78702,Obtain Dang Drug By Fraud,4
78702,Official Oppression,5
78702,Online Impersonation,34
78702,Online Solicitation Of A Minor,1
78702,Parole Viol,73
78702,Perjury,3
78702,Pigeon Drop,9
78702,Pocket Picking,3
78702,Poss Criminal Instrument,3
78702,Poss Dang Drug,178
78702,Poss Of Alcohol - Age 17 To 20,101
78702,Poss Of Alcohol-Age 16 & Under,15
78702,Poss Of Firearm By Felon,151
78702,Poss Of Gambling Equipment,1
78702,Poss Of Gambling Paraphernalia,2
78702,Poss Of Prescription Form,1
78702,Poss Of Prohibited Weapon,103
78702,Poss Synthetic Marijuana,51
78702,Poss/Promo Child Pornography,21
78702,Possession Of Forged Writing,2
78702,Possession Of Marijuana,3320
78702,Possession of Drug,5413
78702,Probation Viol,19
78702,Promotion Of Prostitution,14
78702,Prostitution,676
78702,Protective Order,281
78702,Prowler,16
78702,Public Lewdness,40
78702,Purse Snatching,10
78702,Reckless Conduct,3
78702,Reckless Damage,64
78702,Rental Car/Fail To Return,2
78702,Resisting Arrest Or Search,133
78702,Retaliation,56
78702,Robbery By Threat,134
78702,Sale Of Liq Without Permit,1
78702,Sale Or Purchase Of Child,1
78702,Sexting/Transmit Sexual Photos,1
78702,Sit And Lie Ordinance Viol,29
78702,Smuggling Illegal Alien,8
78702,Solicitation - Begging,31
78702,Stalking,124
78702,Take Weapon Frm Police Officer,10
78702,Tampering With Consumer Prod,3
78702,Tampering With Evidence,102
78702,Tampering With Gov Record,17
78702,Tampering With Id Number,1
78702,Telecommunication Crimes/Other,5
78702,Terroristic Threat,960
78702,Terroristic Threat-Mass Caslty,3
78702,Theft,10329
78702,Theft By Embezzlement,11
78702,Theft By Extortion,5
78702,Theft By False Pretext/Bunco,8
78702,Theft By Public Servant,6
78702,Theft By Shoplifting,1509
78702,Theft Catalytic Converter,149
78702,Theft From Auto,319
78702,Theft From Building,168
78702,Theft From Person,478
78702,Theft Of Auto Parts,120
78702,Theft Of Bicycle,1646
78702,Theft Of Heavy Equipment,24
78702,Theft Of License Plate,289
78702,Theft Of Metal,135
78702,Theft Of Service,586
78702,Theft Of Trailer,110
78702,Theft- Appropriate Stolen Prop,24
78702,Theft/Till Tapping,1
78702,Tobacco Viol - Age 17,27
78702,Tobacco Viol - Under Age 17,56
78702,Trademark Counterfeiting,9
78702,Trafficking Of Persons,5
78702,Truancy,5
78702,Ucw License Premise,6
78702,Unlawful Carry-Lic Holder,2
78702,Unlawful Carrying Weapon,348
78702,Unlawful Restraint,21
78702,Unlawful Restraint Fam/Dat Vio,13
78702,Urinating In Public Place,537
78702,Viol City Ordinance -  Game Rm,4
78702,Viol City Ordinance - Booting,3
78702,Viol City Ordinance - Curfew,272
78702,Viol City Ordinance - Dog,155
78702,Viol City Ordinance - Smoking,34
78702,Viol City Ordinance - Sound,19
78702,Viol City Ordinance - Taxi,2
78702,Viol City Ordinance - Title 10,5
78702,Viol City Ordinance - Wrecker,96
78702,Viol City Ordinance -Firework,20
78702,Viol Civil Rights Prisoner,1
78702,Viol Glass Container,84
78702,Viol Of Bond Conditions,6
78702,Viol Of Camping Ordinance,1
78702,Viol Of Court Order-Non Epo-Po,112
78702,Viol Of Emerg Protective Order,137
78702,Viol Of Obstruction Ordinance,1
78702,Viol Of Park Curfew,358
78702,Viol Of Protective Order,336
78702,Viol State Law - Other,866
78702,Viol Stay Away Order,5
78702,Viol Temp Ex Parte  Order,7
78702,Viol Water Safety Act,3
78702,Violation City Ordinance,2143
78702,Voco - Alcohol  Consumption,2757
78702,Voco Amplified Music/Vehicle,888
78702,Voco Solicitation Prohibit,86
78702,Warrant Arrest Non Traffic,4286
78702,Weapon Viol - Other,16
78703,Abuse Of 911,2
78703,Agg Aslt Enhanc Strangl/Suffoc,4
78703,Agg Aslt W/Motor Veh Fam/Dat V,1
78703,Agg Assault On Public Servant,4
78703,Agg Assault With Motor Veh,25
78703,Agg Kidnapping,2
78703,Agg Robbery By Assault,3
78703,Aggravated Assault,125
78703,Aggravated Robbery,102
78703,Amplified Music / Vehicle,1
78703,Applic To Revoke Probation,10
78703,Arson,10
78703,Arson-Criminal Mischief,8
78703,Assault By Contact,301
78703,Assault By Threat,236
78703,Assault Of A Pregnant Woman,1
78703,Assault On Peace Officer,3
78703,Assault On Public Servant,25
78703,Assault With Injury,858
78703,Att Burglary Non Residence,1
78703,Att Theft,4
78703,Auto Theft,680
78703,Boating While Intoxicated,2
78703,Bomb Threat,6
78703,Breach Of Computer Security,33
78703,Bribery,1
78703,Burglary Non Residence,674
78703,Burglary Of Coin-Op Machine,11
78703,Burglary Of Residence,1143
78703,Burglary Of Shed/Detached Garage/Storage Unit,112
78703,Burglary Of Vehicle,6110
78703,Bwi-Expired Use 2110,3
78703,Camping In Park,154
78703,Capital Murder,1
78703,Child Custody Interfere,54
78703,Child Endangerment- Abandonmen,17
78703,Civil Disturbance/Demo,22
78703,Contribute Delinquency Minor,1
78703,Counterfeiting,15
78703,Crash/Fail Stop And Render Aid,87
78703,Crash/Intox Manslaughter,1
78703,Crash/Intoxication Assault,6
78703,Cred Card Abuse By Forgery,112
78703,Crimes Against Elderly,3
78703,Criminal Mischief,2162
78703,Criminal Trespass,706
78703,Criminal Trespass/In Vehicle,2
78703,Cruelty To Animals,54
78703,Custody Arrest Traffic Warr,448
78703,DWI,5270
78703,Damage City Prop,117
78703,Damage City Vehicle,10
78703,Dang Drug Viol - Other,1
78703,Dating Disturbance,163
78703,Deadly Conduct,18
78703,Deadly Conduct Fam/Date Viol,1
78703,Debit/Credit Card Abuse,464
78703,Del Marijuana,1
78703,Del Of Alcohol To Minor,8
78703,Disposal Of Solid Waste,5
78703,Distrib Harmful Material Minor,1
78703,Disturbance - Other,613
78703,Doc Abuse Or Threat,2
78703,Doc Abusive Language,16
78703,Doc Discharge Gun - Pub Place,7
78703,Doc Discharge Gun - Pub Road,1
78703,Doc Display Gun/Deadly Pub Plc,15
78703,Doc Exposure,31
78703,Doc Fighting,17
78703,Doc Offensive Gesture,6
78703,Doc Unreasonable Noise,36
78703,Driving While Intox / Felony,147
78703,Dui - Age 16 And Under,4
78703,Dui - Age 17 To 20,51
78703,Dumping Refuse Near Highway,14
78703,Dwi  .15 Bac Or Above,253
78703,Dwi - Child Passenger,10
78703,Dwi - Drug Recognition Expert,48
78703,Evading / Foot,9
78703,Evading / Vehicle Pursuit,13
78703,Evading Vehicle,14
78703,Expired-Att Obt Cont Sub Fraud,1
78703,Expired-Evading Arrest,4
78703,Exploitation Of Child/Elderly,1
78703,Explosive Ordnance Disposal,10
78703,Failure To Identify,45
78703,False Alarm Or Report,16
78703,False Report To Peace Officer,12
78703,False Statement -Obtain Credit,9
78703,Family Disturbance,1177
78703,Federal Viol/Other,12
78703,Felony Enhancement/Asslt W/Inj,11
78703,Forgery - Other,39
78703,Forgery And Passing,196
78703,Forgery By Making,35
78703,Forgery Of Identification,1
78703,Forgery- Certificate Of Title,2
78703,Fraud - Other,350
78703,Fraud Destruction Of A Writing,1
78703,Fraud-Card Skimmer,10
78703,Gambling,1
78703,Gambling Promotion,1
78703,Graffiti,335
78703,Harassment,909
78703,Harassment Of A Public Servant,9
78703,Harassment Online,4
78703,Hazing,1
78703,Hindering Apprehension,1
78703,Identity Theft,602
78703,Identity Theft-Tax Returns,12
78703,Immigration Hold/Arrest,1
78703,Impersonating Public Servant,9
78703,Indecent Assault,5
78703,Indecent Exposure,65
78703,Inhalant Abuse,3
78703,Inj To Elderly   Fam/Date Viol,16
78703,Inj/Child Fv (No Care/Custody),2
78703,Injury Disabled Individual,241
78703,Injury To Child,9
78703,Injury To Child (Care/Custody),14
78703,Injury To Elderly Person,9
78703,Inter Emerg Phonecall Fam/Date,2
78703,Interference Public Duties,3
78703,Interfering W/Emerg Phone Call,2
78703,Kidnapping,1
78703,Liquor Law Violation/Other,35
78703,Littering,26
78703,Mail Theft,64
78703,Making Tobacco Avail To Minor,10
78703,Manf Controlled Sub - Other,1
78703,Manslaughter,1
78703,Misapply Fiduciary Prop,3
78703,Money Laundering,2
78703,Murder,1
78703,Narcotic Possession,288
78703,Nuisance Abatement,2
78703,Obscene Display - Distribution,1
78703,Obtain Controlled Sub By Fraud,14
78703,Obtain Dang Drug By Fraud,2
78703,Official Oppression,1
78703,Online Impersonation,23
78703,Online Solicitation Of A Minor,2
78703,Parole Viol,5
78703,Pigeon Drop,1
78703,Poss Dang Drug,9
78703,Poss Of Alcohol - Age 17 To 20,49
78703,Poss Of Alcohol-Age 16 & Under,6
78703,Poss Of Firearm By Felon,7
78703,Poss Of Prohibited Weapon,12
78703,Poss Synthetic Marijuana,2
78703,Poss/Promo Child Pornography,4
78703,Possession Of Marijuana,616
78703,Possession of Drug,219
78703,Probation Viol,1
78703,Prostitution,3
78703,Protective Order,45
78703,Prowler,15
78703,Public Lewdness,7
78703,Purse Snatching,6
78703,Reckless Conduct,2
78703,Reckless Damage,33
78703,Resisting Arrest Or Search,22
78703,Retaliation,4
78703,Robbery By Threat,13
78703,Securing Exec-Doc By Deception,2
78703,Sexting/Transmit Sexual Photos,2
78703,Sit And Lie Ordinance Viol,15
78703,Solicitation - Begging,6
78703,Stalking,40
78703,Take Weapon Frm Police Officer,1
78703,Tampering With Consumer Prod,1
78703,Tampering With Evidence,1
78703,Tampering With Gov Record,1
78703,Terroristic Threat,184
